"Date","PointName","Value"
"2018/12/15 0:00:00","Point_1","1353.1"
"2018/12/15 0:15:00","Point_1","1342.9"
"2018/12/15 0:30:00","Point_1","1330.2"
"2018/12/15 0:45:00","Point_1","816.6"
"2018/12/15 1:00:00","Point_1","1011.8"
"2018/12/15 1:15:00","Point_1","1019.5"
"2018/12/15 1:30:00","Point_1","1017.3"
"2018/12/15 1:45:00","Point_1","1018.3"
"2018/12/15 2:00:00","Point_1","1018.2"
"2018/12/15 2:15:00","Point_1","1018.1"
"2018/12/15 2:30:00","Point_1","1019.1"
"2018/12/15 2:45:00","Point_1","1018.5"
"2018/12/15 3:00:00","Point_1","1019.4"
"2018/12/15 3:15:00","Point_1","1015.4"
"2018/12/15 3:30:00","Point_1","1014.3"
"2018/12/15 3:45:00","Point_1","1014"
"2018/12/15 4:00:00","Point_1","1014.1"
"2018/12/15 4:15:00","Point_1","1013.4"
"2018/12/15 4:30:00","Point_1","1012.8"
"2018/12/15 4:45:00","Point_1","1042.5"
"2018/12/15 5:00:00","Point_1","1010.3"
"2018/12/15 5:15:00","Point_1","1008.7"
"2018/12/15 5:30:00","Point_1","1011.1"
"2018/12/15 5:45:00","Point_1","1009.7"
"2018/12/15 6:00:00","Point_1","1010"
"2018/12/15 6:15:00","Point_1","1009.9"
"2018/12/15 6:30:00","Point_1","1007.4"
"2018/12/15 6:45:00","Point_1","1008.1"
"2018/12/15 7:00:00","Point_1","1008.3"
"2018/12/15 7:15:00","Point_1","1007.9"
"2018/12/15 7:30:00","Point_1","1005.8"
"2018/12/15 7:45:00","Point_1","1004.7"
"2018/12/15 8:00:00","Point_1","1004"
"2018/12/15 8:15:00","Point_1","1003.4"
"2018/12/15 8:30:00","Point_1","1001.9"
"2018/12/15 8:45:00","Point_1","1002.7"
"2018/12/15 9:00:00","Point_1","998.9"
"2018/12/15 9:15:00","Point_1","998.2"
"2018/12/15 9:30:00","Point_1","999.2"
"2018/12/15 9:45:00","Point_1","998.2"
"2018/12/15 10:00:00","Point_1","999.5"
"2018/12/15 10:15:00","Point_1","998.6"
"2018/12/15 10:30:00","Point_1","998.9"
"2018/12/15 10:45:00","Point_1","1001.2"
"2018/12/15 11:00:00","Point_1","1002.5"
"2018/12/15 11:15:00","Point_1","1002.5"
"2018/12/15 11:30:00","Point_1","1007.3"
"2018/12/15 11:45:00","Point_1","1010"
"2018/12/15 12:00:00","Point_1","1014.7"
"2018/12/15 12:15:00","Point_1","1014"
"2018/12/15 12:30:00","Point_1","1016.7"
"2018/12/15 12:45:00","Point_1","1019.3"
"2018/12/15 13:00:00","Point_1","1002.8"
"2018/12/15 13:15:00","Point_1","982.3"
"2018/12/15 13:30:00","Point_1","984.4"
"2018/12/15 13:45:00","Point_1","985.6"
"2018/12/15 14:00:00","Point_1","965.8"
"2018/12/15 14:15:00","Point_1","965.1"
"2018/12/15 14:30:00","Point_1","993.3"
"2018/12/15 14:45:00","Point_1","972.7"
"2018/12/15 15:00:00","Point_1","1024.5"
"2018/12/15 15:15:00","Point_1","962"
"2018/12/15 15:30:00","Point_1","961.7"
"2018/12/15 15:45:00","Point_1","961.2"
"2018/12/15 16:00:00","Point_1","972.1"
"2018/12/15 16:15:00","Point_1","972.1"
"2018/12/15 16:30:00","Point_1","972.5"
"2018/12/15 16:45:00","Point_1","972.7"
"2018/12/15 17:00:00","Point_1","981.5"
"2018/12/15 17:15:00","Point_1","981.6"
"2018/12/15 17:30:00","Point_1","982.7"
"2018/12/15 17:45:00","Point_1","980.6"
"2018/12/15 18:00:00","Point_1","1001.7"
"2018/12/15 18:15:00","Point_1","997.7"
"2018/12/15 18:30:00","Point_1","1020.1"
"2018/12/15 18:45:00","Point_1","992.9"
"2018/12/15 19:00:00","Point_1","991.1"
"2018/12/15 19:15:00","Point_1","1019"
"2018/12/15 19:30:00","Point_1","1004.9"
"2018/12/15 19:45:00","Point_1","1004.2"
"2018/12/15 20:00:00","Point_1","1002.5"
"2018/12/15 20:15:00","Point_1","999.8"
"2018/12/15 20:30:00","Point_1","997.5"
"2018/12/15 20:45:00","Point_1","998.1"
"2018/12/15 21:00:00","Point_1","1017.8"
"2018/12/15 21:15:00","Point_1","1019.1"
"2018/12/15 21:30:00","Point_1","1007.4"
"2018/12/15 21:45:00","Point_1","1006.4"
"2018/12/15 22:00:00","Point_1","1006.9"
"2018/12/15 22:15:00","Point_1","1006.3"
"2018/12/15 22:30:00","Point_1","1008.6"
"2018/12/15 22:45:00","Point_1","1008"
"2018/12/15 23:00:00","Point_1","998.7"
"2018/12/15 23:15:00","Point_1","998.4"
"2018/12/15 23:30:00","Point_1","998"
"2018/12/15 23:45:00","Point_1","991.2"
"2018/12/16 0:00:00","Point_1","1000.2"
"2018/12/16 0:15:00","Point_1","1001.5"
"2018/12/16 0:30:00","Point_1","1001.9"
"2018/12/16 0:45:00","Point_1","1003.8"
"2018/12/16 1:00:00","Point_1","980.3"
"2018/12/16 1:15:00","Point_1","1005"
"2018/12/16 1:30:00","Point_1","996.9"
"2018/12/16 1:45:00","Point_1","998.7"
"2018/12/16 2:00:00","Point_1","971.2"
"2018/12/16 2:15:00","Point_1","1022"
"2018/12/16 2:30:00","Point_1","1007.3"
"2018/12/16 2:45:00","Point_1","1002.5"
"2018/12/16 3:00:00","Point_1","1004.2"
"2018/12/16 3:15:00","Point_1","1004"
"2018/12/16 3:30:00","Point_1","999.8"
"2018/12/16 3:45:00","Point_1","983"
"2018/12/16 4:00:00","Point_1","1009.9"
"2018/12/16 4:15:00","Point_1","986.6"
"2018/12/16 4:30:00","Point_1","982.7"
"2018/12/16 4:45:00","Point_1","997"
"2018/12/16 5:00:00","Point_1","996.5"
"2018/12/16 5:15:00","Point_1","995.2"
"2018/12/16 5:30:00","Point_1","996.5"
"2018/12/16 5:45:00","Point_1","988.2"
"2018/12/16 6:00:00","Point_1","990.3"
"2018/12/16 6:15:00","Point_1","988.6"
"2018/12/16 6:30:00","Point_1","987.7"
"2018/12/16 6:45:00","Point_1","1015.6"
"2018/12/16 7:00:00","Point_1","989.1"
"2018/12/16 7:15:00","Point_1","986.1"
"2018/12/16 7:30:00","Point_1","1006.3"
"2018/12/16 7:45:00","Point_1","1007.9"
"2018/12/16 8:00:00","Point_1","986.7"
"2018/12/16 8:15:00","Point_1","985"
"2018/12/16 8:30:00","Point_1","1006.1"
"2018/12/16 8:45:00","Point_1","1006.8"
"2018/12/16 9:00:00","Point_1","1007.4"
"2018/12/16 9:15:00","Point_1","1007.2"
"2018/12/16 9:30:00","Point_1","981.2"
"2018/12/16 9:45:00","Point_1","1006.2"
"2018/12/16 10:00:00","Point_1","985.7"
"2018/12/16 10:15:00","Point_1","986.6"
"2018/12/16 10:30:00","Point_1","985.1"
"2018/12/16 10:45:00","Point_1","1013.2"
"2018/12/16 11:00:00","Point_1","1000.1"
"2018/12/16 11:15:00","Point_1","1002.7"
"2018/12/16 11:30:00","Point_1","965.8"
"2018/12/16 11:45:00","Point_1","988.4"
"2018/12/16 12:00:00","Point_1","989.8"
"2018/12/16 12:15:00","Point_1","972.6"
"2018/12/16 12:30:00","Point_1","971.7"
"2018/12/16 12:45:00","Point_1","973.3"
"2018/12/16 13:00:00","Point_1","971.8"
"2018/12/16 13:15:00","Point_1","974.9"
"2018/12/16 13:30:00","Point_1","957.6"
"2018/12/16 13:45:00","Point_1","941.5"
"2018/12/16 14:00:00","Point_1","942.4"
"2018/12/16 14:15:00","Point_1","970.8"
"2018/12/16 14:30:00","Point_1","951.6"
"2018/12/16 14:45:00","Point_1","949.6"
"2018/12/16 15:00:00","Point_1","979.1"
"2018/12/16 15:15:00","Point_1","939.4"
"2018/12/16 15:30:00","Point_1","939.6"
"2018/12/16 15:45:00","Point_1","949.1"
"2018/12/16 16:00:00","Point_1","950"
"2018/12/16 16:15:00","Point_1","947.1"
"2018/12/16 16:30:00","Point_1","948"
"2018/12/16 16:45:00","Point_1","955.9"
"2018/12/16 17:00:00","Point_1","955.2"
"2018/12/16 17:15:00","Point_1","955.4"
"2018/12/16 17:30:00","Point_1","956"
"2018/12/16 17:45:00","Point_1","905.6"
"2018/12/16 18:00:00","Point_1","945.5"
"2018/12/16 18:15:00","Point_1","944.7"
"2018/12/16 18:30:00","Point_1","945"
"2018/12/16 18:45:00","Point_1","976.8"
"2018/12/16 19:00:00","Point_1","949.9"
"2018/12/16 19:15:00","Point_1","949.8"
"2018/12/16 19:30:00","Point_1","950.2"
"2018/12/16 19:45:00","Point_1","965.3"
"2018/12/16 20:00:00","Point_1","965.3"
"2018/12/16 20:15:00","Point_1","967.1"
"2018/12/16 20:30:00","Point_1","966.9"
"2018/12/16 20:45:00","Point_1","960"
"2018/12/16 21:00:00","Point_1","960.3"
"2018/12/16 21:15:00","Point_1","957.1"
"2018/12/16 21:30:00","Point_1","959.6"
"2018/12/16 21:45:00","Point_1","958.9"
